__
# sent_id = Milin(1924)__1
# text = -N'eus forzh ! eme an ozac'h; gwelet a rankan hag ez eo gwir.
# text_fr = 'Qu'importe ! dit l'homme; Je dois voir si c'est vrai.'
# dialect = Léonard
# source =   Milin (1924)
1	-N'	-N'	-N'	_	_	_	_	_	Gloss=ne
10	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Mellouet&Pennec(2004:20)__1
# text = A-benn ugent vloaz dija e peze leun a vicher.
# text_fr = 'A vingt ans, tu avais déjà beaucoup de métier.'
# dialect = Léonard
# source = Mellouet & Pennec (2004)
# texttype = Références de corpus
1	A-benn	a-benn	complémenteur/préposition	_	_	_	_	_	Gloss=au.bout
2	ugent	cardinal	quantifieur/adjectif	_	_	_	_	_	Gloss=20
3	vloaz	bloaz	nom	_	_	_	_	_	Gloss=an
4	dija	dija	?	_	_	_	_	_	Gloss=déjà
5	e	e	particule_verbale	_	_	_	_	_	Gloss=R
6	peze	kaout	auxiliaire/verbe	_	_	_	_	_	Gloss=avais
7	leun	leun	quantifieur/adjectif	_	_	_	_	_	Gloss=plein
8	a	a	particule_verbale	_	_	_	_	_	Gloss=de
9	vicher	micher	nom	_	_	_	_	_	Gloss=métier
10	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = ArFloc'h(1985:21)__1
# text = A-dra-sur an den Doue a soñje er pezh na sonjemp-ni ket…
# text_fr = 'Certainement, l'homme de Dieu pensait à ce dont nous ne pensions pas… '
# dialect = Léonard
# location = Bodilis
# source =  Ar Floc'h (1985)
1	A-dra-sur	a-dra-sur	adverbe	_	_	_	_	_	Gloss=certainement
2	an	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
3	den	den	nom	_	_	_	_	_	Gloss=personne
4	Doue	Doue	?	_	_	_	_	_	Gloss=Dieu
5	a	a	particule_verbale	_	_	_	_	_	Gloss=R
6	soñje	sonjal	verbe	_	_	_	_	_	Gloss=pensait
7	er	e.art	verbe/copule.quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=en.le
8	pezh	ar_pezh	?	_	_	_	_	_	Gloss=que
9	na	na	[[R]]_[[1]]	_	_	_	_	_	Gloss=R
10	sonjemp-ni	sonjal-écho	verbe-pronom	_	_	_	_	_	Gloss=pensions-nous
11	ket	ket	pronom	_	_	_	_	_	Gloss=pas
12	…	…	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Seite(1985:102)__1
# text = A-nézoh-c'hwi e vije bet manket eun dra bennag en or buhez.
# text_fr = 'Sans vous, quelque chose aurait manqué à notre vie.'
# dialect = Léonard
# location = Cléder
# source = Seite (1985)
# texttype = Références de corpus
1	A-nézoh-c'hwi	anez.pronom_incorporé-écho	adverbe/préposition.pronom-pronom	_	_	_	_	_	Gloss=sans.vous-vous
2	e	e	particule_verbale	_	_	_	_	_	Gloss=R
3	vije	COP	COP	_	_	_	_	_	Gloss=serait
4	bet	bet	?	_	_	_	_	_	Gloss=été
5	manket	manket.-et_(Adj)	modaux/verbe.?	_	_	_	_	_	Gloss=manqu.é
6	eun	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=un
7	dra	tra	?	_	_	_	_	_	Gloss=chose|1 target
8	bennag	bennak	?	_	_	_	_	_	Gloss=quelconque
9	en	e	préposition	_	_	_	_	_	Gloss=en
10	or	POSS	POSS	_	_	_	_	_	Gloss=notre
11	buhez	buhez	nom	_	_	_	_	_	Gloss=vie
12	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Y.M.(04/2016b)__1
# text = A-wechoù e vez diaes d'en em lakaat eas.
# text_fr = 'Des fois, c'est difficile d'être à son aise.'
# dialect = Léonard
# location = Lesneven/Kerlouan
# source =   Y. M. (04/2016b)
1	A-wechoù	a-wechoù	adverbe	_	_	_	_	_	Gloss=parfois
2	e	e	particule_verbale	_	_	_	_	_	Gloss=R
3	vez	vez	copule/auxiliaire/verbe	_	_	_	_	_	Gloss=est
4	diaes	diaes	adjectif	_	_	_	_	_	Gloss=difficile
5	d'	da	préposition	_	_	_	_	_	Gloss=de
6	en	en	complémenteur	_	_	_	_	_	Gloss=?
7	em	en_em	pronom	_	_	_	_	_	Gloss=se
8	lakaat	lakaat	verbe	_	_	_	_	_	Gloss=mettre
9	eas	aes	adjectif	_	_	_	_	_	Gloss=aise
10	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Y.M.(04/2016b)__1
# text = A-wechoù e vez diaes d'en em lakaat eas.
# text_fr = 'Des fois, c'est difficile d'être à son aise.'
# dialect = Léonard
# location = Lesneven/Kerlouan
# source =   Y. M. (04/2016b)
1	A-wechoù	a-wechoù	adverbe	_	_	_	_	_	Gloss=parfois
2	e	e	particule_verbale	_	_	_	_	_	Gloss=R
3	vez	vez	copule/auxiliaire/verbe	_	_	_	_	_	Gloss=est
4	diaes	diaes	adjectif	_	_	_	_	_	Gloss=difficile
5	d'	da	préposition	_	_	_	_	_	Gloss=de
6	en	en	complémenteur	_	_	_	_	_	Gloss=?
7	em	en_em	pronom	_	_	_	_	_	Gloss=se
8	lakaat	lakaat	verbe	_	_	_	_	_	Gloss=mettre
9	eas	aes	adjectif	_	_	_	_	_	Gloss=aise/facile
10	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = ArFloc'h(1985:20)__1
# text = A-wechoù evit gwir n'em bije ket leun va c'horf.
# text_fr = 'Parfois réellement je n'avais pas assez à manger.'
# dialect = Léonard
# location = Bodilis
# source =  Ar Floc'h (1985)
1	A-wechoù	a-wechoù	adverbe	_	_	_	_	_	Gloss=parfois
2	evit	evit	complémenteur/préposition	_	_	_	_	_	Gloss=pour
3	gwir	gwir	adjectif/nom	_	_	_	_	_	Gloss=vrai
4	n'	n'	?	_	_	_	_	_	Gloss=ne
5	em	em.em	?.?	_	_	_	_	_	Gloss=R.1SG
6	bije	kaout	auxiliaire/verbe	_	_	_	_	_	Gloss=aurait
7	ket	ket	?	_	_	_	_	_	Gloss=pas
8	leun	leun	quantifieur/adjectif	_	_	_	_	_	Gloss=plein
9	va	POSS	POSS	_	_	_	_	_	Gloss=mon
10	c'horf	c'horf	nom	_	_	_	_	_	Gloss=corps
11	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Mellouet&Pennec(2004:160)__1
# text = A-wechoù pa veze herr e plantañ brikoli…
# text_fr = 'Parfois, quand on plantait les choux rapidement… '
# dialect = Léonard
# source = Mellouet & Pennec (2004)
# texttype = Références de corpus
1	A-wechoù	a-wechoù	adverbe	_	_	_	_	_	Gloss=de.fois
2	pa	pa	complémenteur	_	_	_	_	_	Gloss=quand
3	veze	vez	copule/auxiliaire/verbe	_	_	_	_	_	Gloss=était
4	herr	herr	nom	_	_	_	_	_	Gloss=vitesse
5	e	particule_o	verbe/copule	_	_	_	_	_	Gloss=à
6	plantañ	plantañ	verbe	_	_	_	_	_	Gloss=planter
7	brikoli	brikoli	nom	_	_	_	_	_	Gloss=choux
8	…	…	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Mellouet&Pennec(2004:160)-oup.74__1
# text = A-wechoù pa veze herr e plantañ brikoli…
# text_fr = 'Parfois, quand on plantait les choux rapidement… '
# dialect = Léonard
# source = Mellouet & Pennec (2004)
# texttype = Références de corpus
1	A-wechoù	a-wechoù	adverbe	_	_	_	_	_	Gloss=de.fois
2	pa	pa	complémenteur	_	_	_	_	_	Gloss=quand
3	veze	vez	copule/auxiliaire/verbe	_	_	_	_	_	Gloss=était
4	herr	herr	nom	_	_	_	_	_	Gloss=vitesse
5	e	particule_o	verbe/copule	_	_	_	_	_	Gloss=à
6	plantañ	plantañ	verbe	_	_	_	_	_	Gloss=planter
7	brikoli	brikoli	nom	_	_	_	_	_	Gloss=choux
8	…	…	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = A.M.(05/2016)__1
# text = A-wechoù, ar pezh a gaser ganeomp hon unan e kaver barzh ar magajinoù.
# text_fr = 'Des fois, ce qu'on apporte avec soi-même, on le trouve dans les magasins.'
# dialect = Léonard
# location = Lesneven/Kerlouan
# source =   A. M. (05/2016)
1	A-wechoù	a-wechoù	adverbe	_	_	_	_	_	Gloss=parfois
2	,	,	PUNCT	_	_	_	_	_	Gloss=punct
3	ar	ar_pezh	?	_	_	_	_	_	Gloss=ce.que
4	pezh	pezh	?	_	_	_	_	_	Gloss=?
5	a	a	particule_verbale	_	_	_	_	_	Gloss=R
6	gaser	kas.IMP	verbe.IMP	_	_	_	_	_	Gloss=envoie.on
7	ganeomp	gant.pronom_incorporé	préposition.pronom	_	_	_	_	_	Gloss=avec.nous
8	hon	POSS	POSS	_	_	_	_	_	Gloss=notre
9	unan	unan	quantifieur/indéfini/particules de discour/pronom	_	_	_	_	_	Gloss=un
10	e	e	particule_verbale	_	_	_	_	_	Gloss=R
11	kaver	kavout.IMP	verbe.IMP	_	_	_	_	_	Gloss=trouve.on
12	barzh	e-barzh	postposition/préposition	_	_	_	_	_	Gloss=dans
13	ar	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
14	magajinoù	magajinoù.-où_(PL)	nom.?	_	_	_	_	_	Gloss=magasin.s
15	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Y.M.(04/2016b)__1
# text = A-wichoù ner gaver ket goude ober eus ar gwellañ.
# text_fr = 'Des fois, on n'y arrive pas, bien qu'on fasse de notre mieux.'
# dialect = Léonard
# location = Lesneven/Kerlouan
# source =   Y. M. (04/2016b)
1	A-wichoù	a-wechoù	adverbe	_	_	_	_	_	Gloss=parfois
2	ner	ner	verbe	_	_	_	_	_	Gloss=1
3	gaver	kavout.IMP	verbe.IMP	_	_	_	_	_	Gloss=trouve.on
4	ket	ket	verbe	_	_	_	_	_	Gloss=pas
5	goude	goude	adverbe/complémenteur/préposition	_	_	_	_	_	Gloss=malgré
6	ober	ober	auxiliaire/verbe	_	_	_	_	_	Gloss=faire
7	eus	eus	préposition	_	_	_	_	_	Gloss=de
8	ar	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
9	gwellañ	gwellañ	adjectif	_	_	_	_	_	Gloss=mieux
10	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Briant-Cadiou(1998:21)__1
# text = A-zioh ar bourk ez eus eun tamm menez.
# text_fr = 'Au-dessus du bourg il y a un petit mont.'
# dialect = Léonard
# location = Plouzane
# source = Briant-Cadiou (1998)
# texttype = Références de corpus
1	A-zioh	a-zioc'h	?	_	_	_	_	_	Gloss=au.dessus
2	ar	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
3	bourk	bourk	nom	_	_	_	_	_	Gloss=bourg
4	ez	ez	particule_verbale	_	_	_	_	_	Gloss=R|[[+C]]
5	eus	ez_eus	copule/auxiliaire/verbe	_	_	_	_	_	Gloss=est
6	eun	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=un
7	tamm	tamm	?	_	_	_	_	_	Gloss=morceau
8	menez	menez	nom	_	_	_	_	_	Gloss=mont
9	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Elégoët(1982:9)__1
# text = Abalamour pa veze mareoù, aze n'oa ket aes a-wechoù, dac'h ar roud-avel a veze, pakat an enez.
# text_fr = 'Car quand le courant était fort, selon la direction du vent, ce n'était pas toujours facile d'atteindre l'île.'
# dialect = Léonard
# location = Plougerneau
# source = Elégoët (1982)
# texttype = Références de corpus
1	Abalamour	abalamour	complémenteur/préposition	_	_	_	_	_	Gloss=car
2	pa	pa	complémenteur	_	_	_	_	_	Gloss=quand
3	veze	vez	copule/auxiliaire/verbe	_	_	_	_	_	Gloss=était
4	mareoù	mareoù	?	_	_	_	_	_	Gloss=marées
5	,	,	PUNCT	_	_	_	_	_	Gloss=punct
6	aze	aze	adverbe	_	_	_	_	_	Gloss=là
7	n'	n'	?	_	_	_	_	_	Gloss=ne
8	oa	vez	copule/auxiliaire/verbe	_	_	_	_	_	Gloss=était
9	ket	ket	?	_	_	_	_	_	Gloss=pas
10	aes	aes	adjectif	_	_	_	_	_	Gloss=facile
11	a-wechoù	a-wechoù	adverbe	_	_	_	_	_	Gloss=des.fois
12	,	,	PUNCT	_	_	_	_	_	Gloss=punct
13	dac'h	dac'h	?	_	_	_	_	_	Gloss=selon
14	ar	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
15	roud-avel	roud-avel	nom-nom	_	_	_	_	_	Gloss=trace-vent
16	a	a	particule_verbale	_	_	_	_	_	Gloss=R
17	veze	vez	copule/auxiliaire/verbe	_	_	_	_	_	Gloss=était
18	,	,	PUNCT	_	_	_	_	_	Gloss=punct
19	pakat	pakat	verbe	_	_	_	_	_	Gloss=atteindre
20	an	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
21	enez	enez	nom	_	_	_	_	_	Gloss=île
22	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = ArFloc'h(1985:136)__2
# text = Abaoe m'eo marv Marc'harid ar B. em eus nebeut darempredet an ti.
# text_fr = 'J'ai peu fréquenté la maison depuis que Marguerite Le B. est décédée.'
# dialect = Léonard
# location = Bodilis
# source = Ar Floc'h (1937-1938)
1	Abaoe	abaoe	adverbe/préposition	_	_	_	_	_	Gloss=depuis
2	m'	ma	complémenteur	_	_	_	_	_	Gloss=que
3	eo	COP	COP	_	_	_	_	_	Gloss=est
4	marv	marv	adjectif/nom	_	_	_	_	_	Gloss=mort
5	Marc'harid	Marguerite_Le_B.	nom_propre	_	_	_	_	_	Gloss=Marguerite_Le_B.
6	ar	ar	?	_	_	_	_	_	Gloss=?
7	B.	B.	B.	_	_	_	_	_	Gloss=?
8	em	em	1SG	_	_	_	_	_	Gloss=1SG
9	eus	kaout	auxiliaire/verbe	_	_	_	_	_	Gloss=a
10	nebeut	nebeut	quantifieur/indéfini	_	_	_	_	_	Gloss=peu
11	darempredet	daremprediñ.-et_(Adj)	verbe.?	_	_	_	_	_	Gloss=fréquent.é
12	an	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
13	ti	ti	nom	_	_	_	_	_	Gloss=maison
14	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = M-L.B.(04/2016)__1
# text = Adarre o deus kereat ar foucher !
# text_fr = 'Ils ont encore augmenté les impôts !'
# dialect = Léonard
# location = Plougerneau
# source =   M-L. B. (04/2016)
1	Adarre	adarre	adverbe/particules de discour	_	_	_	_	_	Gloss=encore
2	o	o	3PL	_	_	_	_	_	Gloss=3PL
3	deus	kaout	auxiliaire/verbe	_	_	_	_	_	Gloss=a
4	kereat	ker.-at_(V)	adjectif.?	_	_	_	_	_	Gloss=cher.faire
5	ar	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
6	foucher	foucher	?	_	_	_	_	_	Gloss=impôts
7	!	!	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = M-L.B.(04/2016)__1
# text = Adarre o deus kereat ar foucher !
# text_fr = 'Ils ont encore augmenté les impôts !'
# dialect = Léonard
# location = Plougerneau
# source =   M-L. B. (04/2016)
1	Adarre	adarre	adverbe/particules de discour	_	_	_	_	_	Gloss=encore
2	o	o	3PL	_	_	_	_	_	Gloss=3PL
3	deus	kaout	auxiliaire/verbe	_	_	_	_	_	Gloss=ont
4	kereat	ker.-aat	adjectif.suffixe/verbe	_	_	_	_	_	Gloss=cher.é
5	ar	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
6	foucher	foucher	?	_	_	_	_	_	Gloss=impôts
7	!	!	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Seite&Stéphan(1957:71)__1
# text = Ahanta, Kaou ! Mond a ra mad ganéz ?
# text_fr = 'Eh, Kaou, ça va ?'
# dialect = Léonard
# source = Seite & Stéphan (1957)
# texttype = Ouvrages pédagogiques
1	Ahanta	ac'hanta	interjection	_	_	_	_	_	Gloss=interjection
2	,	,	PUNCT	_	_	_	_	_	Gloss=punct
3	Kaou	Kaou	nom_propre	_	_	_	_	_	Gloss=Kaou
4	!	!	PUNCT	_	_	_	_	_	Gloss=punct
5	Mond	mont	verbe	_	_	_	_	_	Gloss=aller
6	a	a	particule_verbale	_	_	_	_	_	Gloss=R
7	ra	ober	auxiliaire/verbe	_	_	_	_	_	Gloss=fait
8	mad	mat	?	_	_	_	_	_	Gloss=bien
9	ganéz	gant.pronom_incorporé	préposition.pronom	_	_	_	_	_	Gloss=avec.toi
10	?	?	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Seite&Stéphan(1957:71)__1
# text = Ahanta, Kaou ! Mond a ra mad ganéz ?
# text_fr = 'Eh, Kaou, ça va ?'
# dialect = Léonard
# source = Seite & Stéphan (1957)
# texttype = Ouvrages pédagogiques
1	Ahanta	Ahanta	?	_	_	_	_	_	Gloss=interjection
2	,	,	PUNCT	_	_	_	_	_	Gloss=punct
3	Kaou	Kaou	nom_propre	_	_	_	_	_	Gloss=Kaou
4	!	!	PUNCT	_	_	_	_	_	Gloss=punct
5	Mond	mont	verbe	_	_	_	_	_	Gloss=aller
6	a	a	interjection	_	_	_	_	_	Gloss=R
7	ra	ober	auxiliaire/verbe	_	_	_	_	_	Gloss=fait
8	mad	mat	interjection	_	_	_	_	_	Gloss=bien
9	ganéz	gant.pronom_incorporé	préposition.pronom	_	_	_	_	_	Gloss=avec.toi
10	?	?	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Seite&Stéphan(1957:71)__1
# text = Ahanta, Kaou ! Mond a ra mad ganéz ?
# text_fr = 'Eh, Kaou, ça va ?'
# dialect = Léonard
# source = Seite & Stéphan (1957)
# texttype = Ouvrages pédagogiques
1	Ahanta	Ahanta	?	_	_	_	_	_	Gloss=interjection
2	,	,	PUNCT	_	_	_	_	_	Gloss=punct
3	Kaou	Kaou	nom_propre	_	_	_	_	_	Gloss=Kaou
4	!	!	PUNCT	_	_	_	_	_	Gloss=punct
5	Mond	mont	verbe	_	_	_	_	_	Gloss=aller
6	a	a	particule_verbale	_	_	_	_	_	Gloss=R
7	ra	ober	auxiliaire/verbe	_	_	_	_	_	Gloss=fait
8	mad	mat	?	_	_	_	_	_	Gloss=bien
9	ganéz	gant.pronom_incorporé	préposition.pronom	_	_	_	_	_	Gloss=avec.toi
10	?	?	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = Kervella(2009:109)__1
# text = Al lun zo.
# text_fr = 'C'est lundi aujourd'hui.'
# dialect = Léonard
# source = Kervella (2009)
# texttype = Ouvrages pédagogiques
1	Al	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
2	lun	noms_de_jours	?	_	_	_	_	_	Gloss=lundi
3	zo	zo	copule/auxiliaire/verbe	_	_	_	_	_	Gloss=est
4	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = ArFloc'h(1985:119)__1
# text = Alies gwech, mestr an ti a vije er park o labourat…
# text_fr = 'Bien souvent, le maître de maison était à travailler aux champs… '
# dialect = Léonard
# location = Bodilis
# source = Ar Floc'h (1937-1938)
1	Alies	alies	adverbe	_	_	_	_	_	Gloss=souvent
2	gwech	gwech	nom	_	_	_	_	_	Gloss=fois
3	,	,	PUNCT	_	_	_	_	_	Gloss=punct
4	mestr	mestr	nom	_	_	_	_	_	Gloss=maître
5	an	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
6	ti	ti	nom	_	_	_	_	_	Gloss=maison
7	a	a	particule_verbale	_	_	_	_	_	Gloss=R
8	vije	bezañ	auxiliaire/verbe	_	_	_	_	_	Gloss=serait
9	er	e.art	verbe/copule.quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=en.le
10	park	park	nom	_	_	_	_	_	Gloss=champ
11	o	particule_o	?	_	_	_	_	_	Gloss=à
12	labourat	labourat	verbe	_	_	_	_	_	Gloss=travailler
13	…	…	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = ArFloc'h(1985:119)__1
# text = Alies gwech, mestr an ti a vije er park o labourat…
# text_fr = 'Bien souvent, le maître de maison était à travailler aux champs… '
# dialect = Léonard
# location = Bodilis
# source = Ar Floc'h (1937-1938)
1	Alies	alies	adverbe	_	_	_	_	_	Gloss=souvent
2	gwech	gwech	nom	_	_	_	_	_	Gloss=fois
3	,	,	PUNCT	_	_	_	_	_	Gloss=punct
4	mestr	mestr	nom	_	_	_	_	_	Gloss=maître
5	an	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
6	ti	ti	nom	_	_	_	_	_	Gloss=maison
7	a	a	particule_verbale	_	_	_	_	_	Gloss=R
8	vije	bezañ	auxiliaire/verbe	_	_	_	_	_	Gloss=serait
9	er	e.art	verbe/copule.quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=en.le
10	park	park	nom	_	_	_	_	_	Gloss=champ
11	o	particule_o	?	_	_	_	_	_	Gloss=à
12	labourat	labourat	verbe	_	_	_	_	_	Gloss=travailler
13	…	…	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = ArFloc'h(1985:161)__1
# text = Allas ! Faziet oan, ha faziet a-galz.
# text_fr = 'Hélas ! Je me trompais, et de beaucoup.'
# dialect = Léonard
# location = Bodilis
# source =  Ar Floc'h (1985)
1	Allas	allas	interjection	_	_	_	_	_	Gloss=hélas
2	!	!	PUNCT	_	_	_	_	_	Gloss=punct
3	Faziet	Faziet.-et_(Adj)	verbe.?	_	_	_	_	_	Gloss=faut.é
4	oan	COP	COP	_	_	_	_	_	Gloss=étais
5	,	,	PUNCT	_	_	_	_	_	Gloss=punct
6	ha	&	complémenteur/conjonction	_	_	_	_	_	Gloss=et
7	faziet	faziet.-et_(Adj)	verbe.?	_	_	_	_	_	Gloss=faut.é
8	a-galz	kalz	?	_	_	_	_	_	Gloss=beaucoup
9	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = ArFloc'h(1985:161)__1
# text = Allas ! Faziet oan, ha faziet a-galz.
# text_fr = 'Hélas ! Je me trompais, et de beaucoup.'
# dialect = Léonard
# location = Bodilis
# source =  Ar Floc'h (1985)
1	Allas	allas	interjection	_	_	_	_	_	Gloss=hélas
2	!	!	PUNCT	_	_	_	_	_	Gloss=punct
3	Faziet	fazi.-et_(Adj)	nom.?	_	_	_	_	_	Gloss=faut.é
4	oan	COP	COP	_	_	_	_	_	Gloss=étais
5	,	,	PUNCT	_	_	_	_	_	Gloss=punct
6	ha	&	complémenteur/conjonction	_	_	_	_	_	Gloss=et
7	faziet	fazi.-et_(Adj)	nom.?	_	_	_	_	_	Gloss=faut.é
8	a-galz	a-galz	quantifieur/adverbe/indéfini/déterminant	_	_	_	_	_	Gloss=-beaucoup
9	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = M.Lincoln(05/2014)__6
# text = Amañ an arrebeuri n'eo ket din.
# text_fr = 'Ici les meubles ne sont pas à moi.'
# dialect = Léonard
# source =   M. Lincoln (05/2014)
1	Amañ	amañ	adverbe	_	_	_	_	_	Gloss=ici
2	an	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
3	arrebeuri	arrebeuri	nom	_	_	_	_	_	Gloss=mobilier
4	n'	n'	?	_	_	_	_	_	Gloss=*sont
5	eo	eo	nom	_	_	_	_	_	Gloss=?
6	ket	ket	?	_	_	_	_	_	Gloss=pas
7	din	da.pronom_incorporé	préposition.pronom	_	_	_	_	_	Gloss=à.moi
8	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = M-L.B.(04/2016)__1
# text = Amañ ar fakteur a base da seizh eur dach ar mintin.
# text_fr = 'Ici ils distribuent le courrier à sept heures.'
# dialect = Léonard
# location = Plougerneau
# source =   M-L. B. (04/2016)
1	Amañ	Amañ	adverbe	_	_	_	_	_	Gloss=ici
2	ar	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
3	fakteur	fakteur	nom	_	_	_	_	_	Gloss=facteur
4	a	a	particule_verbale	_	_	_	_	_	Gloss=R
5	base	paseal	verbe	_	_	_	_	_	Gloss=passe
6	da	da	préposition	_	_	_	_	_	Gloss=à
7	seizh	cardinal	quantifieur/adjectif	_	_	_	_	_	Gloss=sept
8	eur	eur	nom	_	_	_	_	_	Gloss=heure
9	dach	dac'h	?	_	_	_	_	_	Gloss=de
10	ar	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
11	mintin	mintin	nom	_	_	_	_	_	Gloss=matin
12	.	.	PUNCT	_	_	_	_	_	Gloss=punct

__
# sent_id = M-L.B.(04/2016)__1
# text = Amañ ar fakteur a base da seizh eur dach ar mintin.
# text_fr = 'Ici ils distribuent le courrier à 7h.'
# dialect = Léonard
# location = Plougerneau
# source =   M-L. B. (04/2016)
1	Amañ	Amañ	adverbe	_	_	_	_	_	Gloss=ici
2	ar	art	quantifieur/indéfini/déterminant	_	_	_	_	_	Gloss=le
3	fakteur	fakteur	nom	_	_	_	_	_	Gloss=facteur
4	a	a	particule_verbale	_	_	_	_	_	Gloss=R
